symbol,date,price
SHY,2022/03/31,82.514
SLV,2022/03/31,22.88
SPMV.L,2022/03/31,82.48
TLT,2022/03/31,129.706
UNH,2022/03/31,505.012
URI,2022/03/31,355.21
V,2022/03/31,220.443
VRSK,2022/03/31,213.862
VXX,2022/03/31,25.7
WRK,2022/03/31,46.158
XLB,2022/03/31,86.987
XLC,2022/03/31,68.471
XLE,2022/03/31,74.809
XLF,2022/03/31,37.921
XLI,2022/03/31,102.047
XLK,2022/03/31,158.137
XLP,2022/03/31,74.849
XLU,2022/03/31,73.377
XLV,2022/03/31,135.885
XLY,2022/03/31,184.198
XOM,2022/03/31,80.299
ABBV,2022/04/01,158.204
ACN,2022/04/01,336.927
AEP,2022/04/01,99.001
AIZ,2022/04/01,182.948
ALLE,2022/04/01,110.59
AMAT,2022/04/01,126.467
AMP,2022/04/01,293.472
AMZN,2022/04/01,163.56
AVB,2022/04/01,250.234
AVY,2022/04/01,173.567
AXP,2022/04/01,185.237
BDX,2022/04/01,260.736
BF-B,2022/04/01,67.292
BMY,2022/04/01,72.757
BR,2022/04/01,154.9
CARR,2022/04/01,45.488
CDW,2022/04/01,176.216
CE,2022/04/01,141.096
CHTR,2022/04/01,561.68
CNC,2022/04/01,85.51
CNP,2022/04/01,30.621
COP,2022/04/01,97.211
CTAS,2022/04/01,420.561
CZR,2022/04/01,76.65
DG,2022/04/01,224.728
DPZ,2022/04/01,394.789
DRE,2022/04/01,58.634
DXC,2022/04/01,31.35
EWA,2022/04/01,25.878
EWC,2022/04/01,39.929
EWG,2022/04/01,27.776
EWH,2022/04/01,22.581
EWJ,2022/04/01,61.334
EWL,2022/04/01,48.54
EWQ,2022/04/01,34.644
EWT,2022/04/01,61.49
EWU,2022/04/01,33.331
EWY,2022/04/01,71.02
EWZ,2022/04/01,37.39
FTV,2022/04/01,60.428
GOOG,2022/04/01,140.7
GPC,2022/04/01,124.382
GSG,2022/04/01,22.61
HIG,2022/04/01,71.326
HIGH.L,2022/04/01,5.303
HST,2022/04/01,19.336
HYG,2022/04/01,79.208
IAU,2022/04/01,36.54
ICLN,2022/04/01,21.493
IEAA.L,2022/04/01,5.065
IEF,2022/04/01,105.209
IEFM.L,2022/04/01,770.75
IEMG,2022/04/01,55.824
IEUS,2022/04/01,60.258
IEVL.L,2022/04/01,7.272
IGF,2022/04/01,50.602
INDA,2022/04/01,45.41
IUMO.L,2022/04/01,11.562
IUVL.L,2022/04/01,9.04
IVV,2022/04/01,451.051
IWM,2022/04/01,205.958
IXN,2022/04/01,57.56
JPEA.L,2022/04/01,5.394
JPM,2022/04/01,131.956
KR,2022/04/01,56.635
LQD,2022/04/01,118.443
MCHI,2022/04/01,54.444
META,2022/04/01,224.85
MVEU.L,2022/04/01,53.59
OGN,2022/04/01,34.166
PG,2022/04/01,152.149
PPL,2022/04/01,28.548
PRU,2022/04/01,114.311
PYPL,2022/04/01,116.67
RE,2022/04/01,301.875
REET,2022/04/01,29.17
ROL,2022/04/01,34.509
ROST,2022/04/01,89.954
SEGA.L,2022/04/01,103.678
SHY,2022/04/01,82.342
SLV,2022/04/01,22.74
SPMV.L,2022/04/01,81.75
TLT,2022/04/01,130.199
UNH,2022/04/01,507.606
URI,2022/04/01,354
V,2022/04/01,225.006
VRSK,2022/04/01,213.354
VXX,2022/04/01,25.03
WRK,2022/04/01,46.315
XLB,2022/04/01,87.904
XLC,2022/04/01,68.978
XLE,2022/04/01,75.416
XLF,2022/04/01,37.822
XLI,2022/04/01,101.254
XLK,2022/04/01,157.669
XLP,2022/04/01,75.598
XLU,2022/04/01,74.402
XLV,2022/04/01,136.956
XLY,2022/04/01,184.427
XOM,2022/04/01,80.814
ABBV,2022/04/04,157.436
ACN,2022/04/04,340.715
AEP,2022/04/04,98.162
AIZ,2022/04/04,179.377
ALLE,2022/04/04,110.372
AMAT,2022/04/04,128.482
AMP,2022/04/04,293.591
AMZN,2022/04/04,168.346
AVB,2022/04/04,246.861
AVY,2022/04/04,173.101
AXP,2022/04/04,185.722
BDX,2022/04/04,256.574
BF-B,2022/04/04,66.835
BMY,2022/04/04,72.727
BR,2022/04/04,155.198
CARR,2022/04/04,44.707
CDW,2022/04/04,177.237
CE,2022/04/04,140.802
CHTR,2022/04/04,562
CNC,2022/04/04,84.18
CNP,2022/04/04,30.405
COP,2022/04/04,97.182
CTAS,2022/04/04,425.859
CZR,2022/04/04,80.69
DG,2022/04/04,225.245
DPZ,2022/04/04,401.359
DRE,2022/04/04,58.238
DXC,2022/04/04,31.86
EWA,2022/04/04,26.063
EWC,2022/04/04,40.326
EWG,2022/04/04,27.766
EWH,2022/04/04,22.748
EWJ,2022/04/04,61.83
EWL,2022/04/04,48.814
EWQ,2022/04/04,34.674
EWT,2022/04/04,62.43
EWU,2022/04/04,33.302
EWY,2022/04/04,72.03
EWZ,2022/04/04,37.752
FTV,2022/04/04,60.707
GOOG,2022/04/04,143.642
GPC,2022/04/04,127.691
GSG,2022/04/04,23.14
HIG,2022/04/04,69.831
HIGH.L,2022/04/04,5.321
HST,2022/04/04,19.237
HYG,2022/04/04,79.807
IAU,2022/04/04,36.73
ICLN,2022/04/04,21.93
IEAA.L,2022/04/04,5.079
IEF,2022/04/04,105.14
IEFM.L,2022/04/04,774.65
IEMG,2022/04/04,56.792
IEUS,2022/04/04,60.395
IEVL.L,2022/04/04,7.313
IGF,2022/04/04,50.395
INDA,2022/04/04,46.44
IUMO.L,2022/04/04,11.65
IUVL.L,2022/04/04,9.072
IVV,2022/04/04,455.028
IWM,2022/04/04,206.296
IXN,2022/04/04,58.577
JPEA.L,2022/04/04,5.417
JPM,2022/04/04,132.541
KR,2022/04/04,56.595
LQD,2022/04/04,118.854
MCHI,2022/04/04,56.174
META,2022/04/04,233.89
MVEU.L,2022/04/04,54.04
OGN,2022/04/04,33.748
PG,2022/04/04,151.158
PPL,2022/04/04,28.233
PRU,2022/04/04,112.36
PYPL,2022/04/04,121.86
RE,2022/04/04,292.232
REET,2022/04/04,28.963
ROL,2022/04/04,34.786
ROST,2022/04/04,92.496
SEGA.L,2022/04/04,103.384
SHY,2022/04/04,82.391
SLV,2022/04/04,22.63
SPMV.L,2022/04/04,82.41
TLT,2022/04/04,129.294
UNH,2022/04/04,505.061
URI,2022/04/04,349.9
V,2022/04/04,226.378
VRSK,2022/04/04,216.233
VXX,2022/04/04,24.43
WRK,2022/04/04,46.227
XLB,2022/04/04,87.924
XLC,2022/04/04,70.88
XLE,2022/04/04,75.514
XLF,2022/04/04,37.654
XLI,2022/04/04,101.126
XLK,2022/04/04,160.664
XLP,2022/04/04,75.362
XLU,2022/04/04,73.831
XLV,2022/04/04,135.816
XLY,2022/04/04,188.569
XOM,2022/04/04,80.853
ABBV,2022/04/05,158.934
ACN,2022/04/05,339.083
AEP,2022/04/05,98.806
AIZ,2022/04/05,179.446
ALLE,2022/04/05,109.212
AMAT,2022/04/05,120.809
AMP,2022/04/05,294.587
AMZN,2022/04/05,164.055
AVB,2022/04/05,245.317
AVY,2022/04/05,173.934
AXP,2022/04/05,183.486
BDX,2022/04/05,261.173
BF-B,2022/04/05,67.093
BMY,2022/04/05,73.358
BR,2022/04/05,158.072
CARR,2022/04/05,44.006
CDW,2022/04/05,175.235
CE,2022/04/05,139.957
CHTR,2022/04/05,556.79
CNC,2022/04/05,84.83
CNP,2022/04/05,30.503
COP,2022/04/05,94.766
CTAS,2022/04/05,428.022
CZR,2022/04/05,77.16
DG,2022/04/05,228.321
DPZ,2022/04/05,388.815
DRE,2022/04/05,58.703
DXC,2022/04/05,30.77
EWA,2022/04/05,25.927
EWC,2022/04/05,40.038
EWG,2022/04/05,27.252
EWH,2022/04/05,22.512
EWJ,2022/04/05,60.215
EWL,2022/04/05,48.736
EWQ,2022/04/05,33.808
EWT,2022/04/05,61.65
EWU,2022/04/05,33.351
EWY,2022/04/05,70.86
EWZ,2022/04/05,36.606
FTV,2022/04/05,59.65
GOOG,2022/04/05,141.063
GPC,2022/04/05,125.341
GSG,2022/04/05,22.77
HIG,2022/04/05,70.274
HIGH.L,2022/04/05,5.304
HST,2022/04/05,18.802
HYG,2022/04/05,78.773
IAU,2022/04/05,36.49
ICLN,2022/04/05,21.87
IEAA.L,2022/04/05,5.052
IEF,2022/04/05,103.887
IEFM.L,2022/04/05,766.7
IEMG,2022/04/05,55.804
IEUS,2022/04/05,60.032
IEVL.L,2022/04/05,7.253
IGF,2022/04/05,50.188
INDA,2022/04/05,45.98
IUMO.L,2022/04/05,11.55
IUVL.L,2022/04/05,9.052
IVV,2022/04/05,449.166
IWM,2022/04/05,201.414
IXN,2022/04/05,57.411
JPEA.L,2022/04/05,5.382
JPM,2022/04/05,130.999
KR,2022/04/05,56.802
LQD,2022/04/05,116.771
MCHI,2022/04/05,54.613
META,2022/04/05,231.84
MVEU.L,2022/04/05,54.61
OGN,2022/04/05,34.409
PG,2022/04/05,151.688
PPL,2022/04/05,28.243
PRU,2022/04/05,112.814
PYPL,2022/04/05,117.65
RE,2022/04/05,293.795
REET,2022/04/05,28.806
ROL,2022/04/05,34.548
ROST,2022/04/05,92.476
SEGA.L,2022/04/05,101.809
SHY,2022/04/05,82.243
SLV,2022/04/05,22.36
SPMV.L,2022/04/05,82.94
TLT,2022/04/05,126.373
UNH,2022/04/05,512.726
URI,2022/04/05,342.22
V,2022/04/05,224.737
VRSK,2022/04/05,218.625
VXX,2022/04/05,24.81
WRK,2022/04/05,45.893
XLB,2022/04/05,87.224
XLC,2022/04/05,69.974
XLE,2022/04/05,74.33
XLF,2022/04/05,37.416
XLI,2022/04/05,99.689
XLK,2022/04/05,157.281
XLP,2022/04/05,75.431
XLU,2022/04/05,74.294
XLV,2022/04/05,136.103
XLY,2022/04/05,184.148
XOM,2022/04/05,80.435
ABBV,2022/04/06,164.263
ACN,2022/04/06,336.551
AEP,2022/04/06,101.908
AIZ,2022/04/06,182.1
ALLE,2022/04/06,106.078
AMAT,2022/04/06,118.447
AMP,2022/04/06,288.39
AMZN,2022/04/06,158.756
AVB,2022/04/06,250.736
AVY,2022/04/06,172.823
AXP,2022/04/06,181.813
BDX,2022/04/06,268.831
BF-B,2022/04/06,67.797
BMY,2022/04/06,74.255
BR,2022/04/06,158.161
CARR,2022/04/06,43.353
CDW,2022/04/06,174.809
CE,2022/04/06,137.914
CHTR,2022/04/06,561.26
CNC,2022/04/06,87.12
CNP,2022/04/06,31.23
COP,2022/04/06,94.273
CTAS,2022/04/06,427.774
CZR,2022/04/06,72.01
DG,2022/04/06,237.918
DPZ,2022/04/06,388.746
DRE,2022/04/06,59.96
DXC,2022/04/06,30.4
EWA,2022/04/06,25.752
EWC,2022/04/06,39.611
EWG,2022/04/06,26.786
EWH,2022/04/06,22.226
EWJ,2022/04/06,59.314
EWL,2022/04/06,48.206
EWQ,2022/04/06,33.138
EWT,2022/04/06,60.84
EWU,2022/04/06,33.39
EWY,2022/04/06,69.99
EWZ,2022/04/06,35.985
FTV,2022/04/06,59.082
GOOG,2022/04/06,137.176
GPC,2022/04/06,126.042
GSG,2022/04/06,22.42
HIG,2022/04/06,70.726
HIGH.L,2022/04/06,5.269
HST,2022/04/06,18.12
HYG,2022/04/06,78.154
IAU,2022/04/06,36.58
ICLN,2022/04/06,21.612
IEAA.L,2022/04/06,5.045
IEF,2022/04/06,103.522
IEFM.L,2022/04/06,752
IEMG,2022/04/06,55.122
IEUS,2022/04/06,58.71
IEVL.L,2022/04/06,7.204
IGF,2022/04/06,50.494
INDA,2022/04/06,45.58
IUMO.L,2022/04/06,11.205
IUVL.L,2022/04/06,8.91
IVV,2022/04/06,444.803
IWM,2022/04/06,198.556
IXN,2022/04/06,55.876
JPEA.L,2022/04/06,5.318
JPM,2022/04/06,129.181
KR,2022/04/06,57.866
LQD,2022/04/06,116.086
MCHI,2022/04/06,53.718
META,2022/04/06,223.3
MVEU.L,2022/04/06,54.22
OGN,2022/04/06,35.187
PG,2022/04/06,153.856
PPL,2022/04/06,28.912
PRU,2022/04/06,112.698
PYPL,2022/04/06,112.49
RE,2022/04/06,292.477
REET,2022/04/06,29.003
ROL,2022/04/06,34.687
ROST,2022/04/06,93.508
SEGA.L,2022/04/06,101.589
SHY,2022/04/06,82.302
SLV,2022/04/06,22.57
SPMV.L,2022/04/06,82.05
TLT,2022/04/06,125.35
UNH,2022/04/06,526.58
URI,2022/04/06,325.47
V,2022/04/06,217.7
VRSK,2022/04/06,219.462
VXX,2022/04/06,24.38
WRK,2022/04/06,45.746
XLB,2022/04/06,86.217
XLC,2022/04/06,68.67
XLE,2022/04/06,74.77
XLF,2022/04/06,37.159
XLI,2022/04/06,98.916
XLK,2022/04/06,153.56
XLP,2022/04/06,76.387
XLU,2022/04/06,75.772
XLV,2022/04/06,138.176
XLY,2022/04/06,179.449
XOM,2022/04/06,81.33
ABBV,2022/04/07,168.513
ACN,2022/04/07,338.044
AEP,2022/04/07,100.815
AIZ,2022/04/07,183.264
ALLE,2022/04/07,107.546
AMAT,2022/04/07,121.494
AMP,2022/04/07,285.47
AMZN,2022/04/07,157.784
AVB,2022/04/07,245.219
AVY,2022/04/07,172.278
AXP,2022/04/07,181.019
BDX,2022/04/07,271.682
BF-B,2022/04/07,67.778
BMY,2022/04/07,76.147
BR,2022/04/07,157.427
CARR,2022/04/07,43.166
CDW,2022/04/07,175.74
CE,2022/04/07,138.592
CHTR,2022/04/07,552.48
CNC,2022/04/07,88.56
CNP,2022/04/07,31.466
COP,2022/04/07,96.612
CTAS,2022/04/07,430.84
CZR,2022/04/07,70.56
DG,2022/04/07,240.595
DPZ,2022/04/07,395.008
DRE,2022/04/07,59.752
DXC,2022/04/07,30.41
EWA,2022/04/07,25.723
EWC,2022/04/07,39.502
EWG,2022/04/07,26.796
EWH,2022/04/07,22.068
EWJ,2022/04/07,59.106
EWL,2022/04/07,48.697
EWQ,2022/04/07,33.274
EWT,2022/04/07,60
EWU,2022/04/07,33.537
EWY,2022/04/07,69.55
EWZ,2022/04/07,36.081
FTV,2022/04/07,59.551
GOOG,2022/04/07,136.465
GPC,2022/04/07,127.612
GSG,2022/04/07,22.36
HIG,2022/04/07,71.237
HIGH.L,2022/04/07,5.258
HST,2022/04/07,17.754
HYG,2022/04/07,78.028
IAU,2022/04/07,36.7
ICLN,2022/04/07,21.354
IEAA.L,2022/04/07,5.029
IEF,2022/04/07,103.266
IEFM.L,2022/04/07,750.7
IEMG,2022/04/07,54.697
IEUS,2022/04/07,59.053
IEVL.L,2022/04/07,7.169
IGF,2022/04/07,50.533
INDA,2022/04/07,45.51
IUMO.L,2022/04/07,11.188
IUVL.L,2022/04/07,8.858
IVV,2022/04/07,447.004
IWM,2022/04/07,197.911
IXN,2022/04/07,55.926
JPEA.L,2022/04/07,5.3
JPM,2022/04/07,128.788
KR,2022/04/07,58.999
LQD,2022/04/07,115.548
MCHI,2022/04/07,52.773
META,2022/04/07,222.95
MVEU.L,2022/04/07,54.46
OGN,2022/04/07,35.187
PG,2022/04/07,155.848
PPL,2022/04/07,28.656
PRU,2022/04/07,110.69
PYPL,2022/04/07,113.04
RE,2022/04/07,291.494
REET,2022/04/07,28.806
ROL,2022/04/07,35.232
ROST,2022/04/07,94.66
SEGA.L,2022/04/07,101.499
SHY,2022/04/07,82.362
SLV,2022/04/07,22.7
SPMV.L,2022/04/07,82.26
TLT,2022/04/07,124.406
UNH,2022/04/07,531.729
URI,2022/04/07,320.92
V,2022/04/07,214.857
VRSK,2022/04/07,219.432
VXX,2022/04/07,24.05
WRK,2022/04/07,45.442
XLB,2022/04/07,86.779
XLC,2022/04/07,68.072
XLE,2022/04/07,75.749
XLF,2022/04/07,37.119
XLI,2022/04/07,99.253
XLK,2022/04/07,153.799
XLP,2022/04/07,77.314
XLU,2022/04/07,75.585
XLV,2022/04/07,140.835
XLY,2022/04/07,180.365
XOM,2022/04/07,82.691
ABBV,2022/04/08,170.146
ACN,2022/04/08,335.225
AEP,2022/04/08,100.445
AIZ,2022/04/08,183.718
ALLE,2022/04/08,105.81
AMAT,2022/04/08,119.072
AMP,2022/04/08,289.16
AMZN,2022/04/08,154.46
AVB,2022/04/08,245.484
AVY,2022/04/08,174.321
AXP,2022/04/08,182.319
BDX,2022/04/08,273.569
BF-B,2022/04/08,67.748
BMY,2022/04/08,76.65
BR,2022/04/08,159.39
CARR,2022/04/08,42.859
CDW,2022/04/08,173.986
CE,2022/04/08,141.872
CHTR,2022/04/08,557.6
CNC,2022/04/08,88.48
CNP,2022/04/08,31.938
COP,2022/04/08,99.598
CTAS,2022/04/08,425.76
CZR,2022/04/08,68.98
DG,2022/04/08,244.687
DPZ,2022/04/08,392.413
DRE,2022/04/08,58.921
DXC,2022/04/08,30.71
EWA,2022/04/08,25.733
EWC,2022/04/08,39.601
EWG,2022/04/08,26.883
EWH,2022/04/08,22.285
EWJ,2022/04/08,58.858
EWL,2022/04/08,48.863
EWQ,2022/04/08,33.206
EWT,2022/04/08,59.83
EWU,2022/04/08,33.596
EWY,2022/04/08,68.9
EWZ,2022/04/08,36.167
FTV,2022/04/08,59.262
GOOG,2022/04/08,134.01
GPC,2022/04/08,130.398
GSG,2022/04/08,22.62
HIG,2022/04/08,72.889
HIGH.L,2022/04/08,5.262
HST,2022/04/08,17.625
HYG,2022/04/08,77.555
IAU,2022/04/08,36.97
ICLN,2022/04/08,21.085
IEAA.L,2022/04/08,5.02
IEF,2022/04/08,102.743
IEFM.L,2022/04/08,759.4
IEMG,2022/04/08,54.766
IEUS,2022/04/08,59.043
IEVL.L,2022/04/08,7.299
IGF,2022/04/08,50.868
INDA,2022/04/08,45.86
IUMO.L,2022/04/08,11.325
IUVL.L,2022/04/08,9.041
IVV,2022/04/08,445.814
IWM,2022/04/08,196.334
IXN,2022/04/08,55.139
JPEA.L,2022/04/08,5.282
JPM,2022/04/08,131.146
KR,2022/04/08,60.763
LQD,2022/04/08,114.638
MCHI,2022/04/08,52.913
META,2022/04/08,222.33
MVEU.L,2022/04/08,54.965
OGN,2022/04/08,34.866
PG,2022/04/08,157.064
PPL,2022/04/08,28.636
PRU,2022/04/08,112.679
PYPL,2022/04/08,111.21
RE,2022/04/08,292.753
REET,2022/04/08,28.777
ROL,2022/04/08,35.084
ROST,2022/04/08,96.139
SEGA.L,2022/04/08,101.329
SHY,2022/04/08,82.263
SLV,2022/04/08,22.82
SPMV.L,2022/04/08,83.07
TLT,2022/04/08,123.059
UNH,2022/04/08,540.652
URI,2022/04/08,317.05
V,2022/04/08,215.682
VRSK,2022/04/08,218.734
VXX,2022/04/08,24.67
WRK,2022/04/08,46.306
XLB,2022/04/08,87.312
XLC,2022/04/08,67.774
XLE,2022/04/08,77.833
XLF,2022/04/08,37.495
XLI,2022/04/08,98.698
XLK,2022/04/08,151.65
XLP,2022/04/08,77.64
XLU,2022/04/08,75.841
XLV,2022/04/08,141.678
XLY,2022/04/08,178.702
XOM,2022/04/08,84.431
ABBV,2022/04/11,165.158
ACN,2022/04/11,323.702
AEP,2022/04/11,98.894
AIZ,2022/04/11,184.359
ALLE,2022/04/11,105.632
AMAT,2022/04/11,115.38
AMP,2022/04/11,286.91
AMZN,2022/04/11,151.122
AVB,2022/04/11,242.18
AVY,2022/04/11,174.102
AXP,2022/04/11,176.235
BDX,2022/04/11,268.195
BF-B,2022/04/11,67.877
BMY,2022/04/11,75.398
BR,2022/04/11,153.434
CARR,2022/04/11,41.931
CDW,2022/04/11,170.676
CE,2022/04/11,142.373
CHTR,2022/04/11,559.91
CNC,2022/04/11,86.9
CNP,2022/04/11,31.683
COP,2022/04/11,94.698
CTAS,2022/04/11,414.737
CZR,2022/04/11,68.58
DG,2022/04/11,239.68
DPZ,2022/04/11,385.585
DRE,2022/04/11,58.129
DXC,2022/04/11,30.88
EWA,2022/04/11,25.462
EWC,2022/04/11,39.284
EWG,2022/04/11,26.543
EWH,2022/04/11,21.763
EWJ,2022/04/11,57.937
EWL,2022/04/11,48.942
EWQ,2022/04/11,33.235
EWT,2022/04/11,58.67
EWU,2022/04/11,33.243
EWY,2022/04/11,68.38
EWZ,2022/04/11,35.918
FTV,2022/04/11,58.654
GOOG,2022/04/11,129.797
GPC,2022/04/11,129.054
GSG,2022/04/11,22.26
HIG,2022/04/11,72.879
HIGH.L,2022/04/11,5.242
HST,2022/04/11,17.655
HYG,2022/04/11,77.023
IAU,2022/04/11,37.14
ICLN,2022/04/11,20.867
IEAA.L,2022/04/11,4.996
IEF,2022/04/11,102.25
IEFM.L,2022/04/11,749.8
IEMG,2022/04/11,54.074
IEUS,2022/04/11,58.397
IEVL.L,2022/04/11,7.298
IGF,2022/04/11,50.306
INDA,2022/04/11,45.52
IUMO.L,2022/04/11,11.065
IUVL.L,2022/04/11,9.035
IVV,2022/04/11,438.108
IWM,2022/04/11,195.014
IXN,2022/04/11,53.803
JPEA.L,2022/04/11,5.218
JPM,2022/04/11,130.665
KR,2022/04/11,59.758
LQD,2022/04/11,113.523
MCHI,2022/04/11,51.65
META,2022/04/11,216.46
MVEU.L,2022/04/11,54.705
OGN,2022/04/11,34.195
PG,2022/04/11,156.466
PPL,2022/04/11,28.439
PRU,2022/04/11,112.476
PYPL,2022/04/11,109.81
RE,2022/04/11,291.907
REET,2022/04/11,28.502
ROL,2022/04/11,35.252
ROST,2022/04/11,98.988
SEGA.L,2022/04/11,100.709
SHY,2022/04/11,82.282
SLV,2022/04/11,23.15
SPMV.L,2022/04/11,82.39
TLT,2022/04/11,121.112
UNH,2022/04/11,532.214
URI,2022/04/11,316.03
V,2022/04/11,213.465
VRSK,2022/04/11,215.675
VXX,2022/04/11,26.1
WRK,2022/04/11,46.718
XLB,2022/04/11,86.878
XLC,2022/04/11,66.898
XLE,2022/04/11,75.494
XLF,2022/04/11,37.327
XLI,2022/04/11,98.381
XLK,2022/04/11,147.829
XLP,2022/04/11,77.324
XLU,2022/04/11,74.806
XLV,2022/04/11,138.861
XLY,2022/04/11,175.386
XOM,2022/04/11,81.524
ABBV,2022/04/12,162.707
ACN,2022/04/12,323.168
AEP,2022/04/12,99.781
AIZ,2022/04/12,183.501
ALLE,2022/04/12,104.918
AMAT,2022/04/12,113.712
AMP,2022/04/12,284.128
AMZN,2022/04/12,150.788
AVB,2022/04/12,242.406
AVY,2022/04/12,172.03
AXP,2022/04/12,174.22
BDX,2022/04/12,267.371
BF-B,2022/04/12,67.678
BMY,2022/04/12,75.447
BR,2022/04/12,152.681
CARR,2022/04/12,41.279
CDW,2022/04/12,170.121
CE,2022/04/12,141.381
CHTR,2022/04/12,549.12
CNC,2022/04/12,85.81
CNP,2022/04/12,31.702
COP,2022/04/12,96.651
CTAS,2022/04/12,412.514
CZR,2022/04/12,67.02
DG,2022/04/12,242.726
DPZ,2022/04/12,386.231
DRE,2022/04/12,58.297
DXC,2022/04/12,30.7
EWA,2022/04/12,25.558
EWC,2022/04/12,39.115
EWG,2022/04/12,26.271
EWH,2022/04/12,21.704
EWJ,2022/04/12,57.175
EWL,2022/04/12,48.344
EWQ,2022/04/12,33.021
EWT,2022/04/12,58.59
EWU,2022/04/12,33.076
EWY,2022/04/12,68.52
EWZ,2022/04/12,35.871
FTV,2022/04/12,58.414
GOOG,2022/04/12,128.375
GPC,2022/04/12,130.072
GSG,2022/04/12,23.11
HIG,2022/04/12,73.164
HIGH.L,2022/04/12,5.227
HST,2022/04/12,18.021
HYG,2022/04/12,77.613
IAU,2022/04/12,37.42
ICLN,2022/04/12,20.629
IEAA.L,2022/04/12,5.002
IEF,2022/04/12,102.743
IEFM.L,2022/04/12,750.65
IEMG,2022/04/12,53.876
IEUS,2022/04/12,58.103
IEVL.L,2022/04/12,7.274
IGF,2022/04/12,50.306
INDA,2022/04/12,45.09
IUMO.L,2022/04/12,11.175
IUVL.L,2022/04/12,9.066
IVV,2022/04/12,436.432
IWM,2022/04/12,195.629
IXN,2022/04/12,53.604
JPEA.L,2022/04/12,5.237
JPM,2022/04/12,129.23
KR,2022/04/12,57.886
LQD,2022/04/12,113.602
MCHI,2022/04/12,51.59
META,2022/04/12,214.14
MVEU.L,2022/04/12,54.42
OGN,2022/04/12,34.011
PG,2022/04/12,155.995
PPL,2022/04/12,28.361
PRU,2022/04/12,111.559
PYPL,2022/04/12,108.25
RE,2022/04/12,284.987
REET,2022/04/12,28.472
ROL,2022/04/12,35.123
ROST,2022/04/12,101.45
SEGA.L,2022/04/12,100.669
SHY,2022/04/12,82.49
SLV,2022/04/12,23.47
SPMV.L,2022/04/12,82.43
TLT,2022/04/12,120.944
UNH,2022/04/12,528.521
URI,2022/04/12,318.8
V,2022/04/12,210.135
VRSK,2022/04/12,213.872
VXX,2022/04/12,25.74
WRK,2022/04/12,46.993
XLB,2022/04/12,86.898
XLC,2022/04/12,66.35
XLE,2022/04/12,76.747
XLF,2022/04/12,36.921
XLI,2022/04/12,98.222
XLK,2022/04/12,147.172
XLP,2022/04/12,77.344
XLU,2022/04/12,75.092
XLV,2022/04/12,137.512
XLY,2022/04/12,175.775
XOM,2022/04/12,83.226
ABBV,2022/04/13,155.891
ACN,2022/04/13,323
AEP,2022/04/13,99.723
AIZ,2022/04/13,185.267
ALLE,2022/04/13,107.288
AMAT,2022/04/13,115.995
AMP,2022/04/13,288.864
AMZN,2022/04/13,155.541
AVB,2022/04/13,243.527
AVY,2022/04/13,171.058
AXP,2022/04/13,178.24
BDX,2022/04/13,269.119
BF-B,2022/04/13,68.353
BMY,2022/04/13,75.763
BR,2022/04/13,154.078
CARR,2022/04/13,41.605
CDW,2022/04/13,169.447
CE,2022/04/13,144.474
CHTR,2022/04/13,562.4
CNC,2022/04/13,86.21
CNP,2022/04/13,31.771
COP,2022/04/13,96.873
CTAS,2022/04/13,416.096
CZR,2022/04/13,70.01
DG,2022/04/13,244.279
DPZ,2022/04/13,389.799
DRE,2022/04/13,58.268
DXC,2022/04/13,31.01
EWA,2022/04/13,25.694
EWC,2022/04/13,39.522
EWG,2022/04/13,26.534
EWH,2022/04/13,21.743
EWJ,2022/04/13,57.997
EWL,2022/04/13,48.52
EWQ,2022/04/13,33.439
EWT,2022/04/13,59.95
EWU,2022/04/13,33.478
EWY,2022/04/13,70.25
EWZ,2022/04/13,35.918
FTV,2022/04/13,58.953
GOOG,2022/04/13,130.286
GPC,2022/04/13,129.904
GSG,2022/04/13,23.76
HIG,2022/04/13,74.089
HIGH.L,2022/04/13,5.22
HST,2022/04/13,19.484
HYG,2022/04/13,78.077
IAU,2022/04/13,37.62
ICLN,2022/04/13,20.887
IEAA.L,2022/04/13,5.002
IEF,2022/04/13,102.97
IEFM.L,2022/04/13,749.8
IEMG,2022/04/13,54.618
IEUS,2022/04/13,58.975
IEVL.L,2022/04/13,7.28
IGF,2022/04/13,50.79
INDA,2022/04/13,45.01
IUMO.L,2022/04/13,11.08
IUVL.L,2022/04/13,9.038
IVV,2022/04/13,441.54
IWM,2022/04/13,199.35
IXN,2022/04/13,54.6
JPEA.L,2022/04/13,5.252
JPM,2022/04/13,125.065
KR,2022/04/13,57.482
LQD,2022/04/13,114.188
MCHI,2022/04/13,52.445
META,2022/04/13,214.99
MVEU.L,2022/04/13,54.12
OGN,2022/04/13,34.001
PG,2022/04/13,156.436
PPL,2022/04/13,28.498
PRU,2022/04/13,112.283
PYPL,2022/04/13,105.17
RE,2022/04/13,286.806
REET,2022/04/13,28.728
ROL,2022/04/13,35.173
ROST,2022/04/13,102.185
SEGA.L,2022/04/13,100.719
SHY,2022/04/13,82.53
SLV,2022/04/13,23.75
SPMV.L,2022/04/13,81.82
TLT,2022/04/13,121.19
UNH,2022/04/13,531.779
URI,2022/04/13,324.75
V,2022/04/13,211.994
VRSK,2022/04/13,213.344
VXX,2022/04/13,24.59
WRK,2022/04/13,48.563
XLB,2022/04/13,88.181
XLC,2022/04/13,67.326
